reviews.text,reviews.rating,sentiment,clean,Predicted Sentiment
Wanted something with a kids mode on it so we could limit time and content. This works. Saw it for a really low price so couldn't resist otherwise we would have gotten the padded kids version.,4.0,positive,wantedsomethingwithakidsmodeonitsowecouldlimittimeandcontentthisworkssawitforareallylowpricesocouldntresistotherwisewewouldhavegottenthepaddedkidsversion,positive
Bought this for a work fundraiser and the recipient enjoyed it,4.0,positive,boughtthisforaworkfundraiserandtherecipientenjoyedit,positive
"Our 5th Echo Show. We love the Drop In feature, allowing us to use them as an intercom. The ease of playing music on all of them at once throughout the house, and controlled from any device is used daily. The connection to our Sonos system is a real plus. Also connected to our Dish TV receiver.",5.0,positive,our5thechoshowwelovethedropinfeatureallowingustousethemasanintercomtheeaseofplayingmusiconallofthematoncethroughoutthehouseandcontrolledfromanydeviceisuseddailytheconnectiontooursonossystemisarealplusalsoconnectedtoourdishtvreceiver,positive
This was bought for a gift. But it looks nice. Just what was expected,5.0,positive,thiswasboughtforagiftbutitlooksnicejustwhatwasexpected,positive
Almost feels like reading a book in a light comforting way. Easy to carry around. Great on eyes and reading is enjoyable,5.0,positive,almostfeelslikereadingabookinalightcomfortingwayeasytocarryaroundgreatoneyesandreadingisenjoyable,positive
"Love my new I Pad, and New TV for my kitchenAlso bought 3 Alexa with pods for my family at xmas",5.0,positive,lovemynewipadandnewtvformykitchenalsobought3alexawithpodsformyfamilyatxmas,positive
My daughter loves her tablet. Amazon has plenty of games for her to play. It is also easy for her to use.,5.0,positive,mydaughterloveshertabletamazonhasplentyofgamesforhertoplayitisalsoeasyforhertouse,positive
"Great product, i recommend is easy to use and fast.",5.0,positive,greatproductirecommendiseasytouseandfast,positive
Works great for everything we want our daughter to do,5.0,positive,worksgreatforeverythingwewantourdaughtertodo,positive
"This game seems to be another good addition to the Pokemon craze. My son got this for Christmas and has played it often since. He says that it's ""awesome"", which is high praise indeed.",5.0,positive,thisgameseemstobeanothergoodadditiontothepokemoncrazemysongotthisforchristmasandhasplayeditoftensincehesaysthatitsawesomewhichishighpraiseindeed,positive
I am really enjoying my new kindle fire hd 8. The picture is awesome even for a movie. I use it mostly to read with an occasional game or movie too. Colors are great and the size of the screen is very nice. I have a 7 inch fire and there is enough size difference for movies etc to make it worthwhile. Plus there was a great black Friday price.,5.0,positive,iamreallyenjoyingmynewkindlefirehd8thepictureisawesomeevenforamovieiuseitmostlytoreadwithanoccasionalgameormovietoocolorsaregreatandthesizeofthescreenisveryniceihavea7inchfireandthereisenoughsizedifferenceformoviesetctomakeitworthwhileplustherewasagreatblackfridayprice,positive
Purchased as a replacement for a Kindle and it functions well as a Kindle and a tablet.,5.0,positive,purchasedasareplacementforakindleanditfunctionswellasakindleandatablet,positive
You will be amazed how this works for many questions you ask and Alexa has the answer. However do not expect her to know everything. You will be happy with this purchase.,5.0,positive,youwillbeamazedhowthisworksformanyquestionsyouaskandalexahastheanswerhoweverdonotexpecthertoknoweverythingyouwillbehappywiththispurchase,positive
"We bought the Echo Show to get the hyped benefits of Alexa, and home automation. After using for a week, we decided to return the Echo Show. Alexa just isn't ready for prime time. 90% of the time we got the ""I can't answer that"" response to questions. It's a waste of money for us. Say ""Alexa, Say good bye!""",3.0,neutral,weboughttheechoshowtogetthehypedbenefitsofalexaandhomeautomationafterusingforaweekwedecidedtoreturntheechoshowalexajustisntreadyforprimetime90ofthetimewegottheicantanswerthatresponsetoquestionsitsawasteofmoneyforussayalexasaygoodbye,positive
"We purchased the Echo Show for Christmas this year, and love it so much! Our kids got the hang of it faster than we did (ages 11 and 13)! Highly Recommend!",4.0,positive,wepurchasedtheechoshowforchristmasthisyearandloveitsomuchourkidsgotthehangofitfasterthanwedidages11and13highlyrecommend,positive
I bought this tablet for my 10 year old grandson. He loves it! It is very easy to operate and has a great display.,5.0,positive,iboughtthistabletformy10yearoldgrandsonhelovesititisveryeasytooperateandhasagreatdisplay,positive
Great..I love it..Glad I got it..My nephew loves it.,5.0,positive,greatiloveitgladigotitmynephewlovesit,positive
Love this tablet easy to use and extremely affordable,4.0,positive,lovethistableteasytouseandextremelyaffordable,positive
"I had some thoughts about getting this for a 5 year old, but if you get the screen protector and a case I feel it will last a long time.",5.0,positive,ihadsomethoughtsaboutgettingthisfora5yearoldbutifyougetthescreenprotectorandacaseifeelitwilllastalongtime,positive
Perfect tablet for the avid reader. Great functions light blue light filter to safeguard circadian rhythm so you do not have trouble falling asleep after being exposed to the light of a typical tablet. Easy to use and fits perfectly in hand and not too heavy for one handed use.,5.0,positive,perfecttabletfortheavidreadergreatfunctionslightbluelightfiltertosafeguardcircadianrhythmsoyoudonothavetroublefallingasleepafterbeingexposedtothelightofatypicaltableteasytouseandfitsperfectlyinhandandnottooheavyforonehandeduse,positive
"Hard to use, No way to delete things from screen. Need better manual. most books are impossible if they are reference books.",4.0,positive,hardtousenowaytodeletethingsfromscreenneedbettermanualmostbooksareimpossibleiftheyarereferencebooks,positive
"I wasn't sure what to expect from my echo show, but I am super happy that I bought it. Alexa is great. She tells me the weather, traffic, news updates and more each day.",5.0,positive,iwasntsurewhattoexpectfrommyechoshowbutiamsuperhappythatiboughtitalexaisgreatshetellsmetheweathertrafficnewsupdatesandmoreeachday,positive
"Works great with good storage but, lacks online browsing speed.",4.0,positive,worksgreatwithgoodstoragebutlacksonlinebrowsingspeed,positive
This has been an exceptional hit for us she totally loves it.,5.0,positive,thishasbeenanexceptionalhitforusshetotallylovesit,positive
I love my kindle.It is user friendly and there's so much more than I thought.,5.0,positive,ilovemykindleitisuserfriendlyandtheressomuchmorethanithought,positive
Kindle products are easy to use and set up. It does most everything the expensive tablets do.,4.0,positive,kindleproductsareeasytouseandsetupitdoesmosteverythingtheexpensivetabletsdo,positive
very easy to use I live my fire the best purchase I have made in months,5.0,positive,veryeasytouseilivemyfirethebestpurchaseihavemadeinmonths,positive
My new Echo Plus exceeds my expectations. The speaker's sound is just what I wanted and the included Hue bulb is great.,5.0,positive,mynewechoplusexceedsmyexpectationsthespeakerssoundisjustwhatiwantedandtheincludedhuebulbisgreat,positive
"My daughter (4) she loves it. Easy to navigate, hard to break.",5.0,positive,mydaughter4shelovesiteasytonavigatehardtobreak,positive
I go this tablet after problems with 2 Samsung tablets. so far like it. all apps I use available. A little slower than previous tablets that is the only reason for the 4 stars,4.0,positive,igothistabletafterproblemswith2samsungtabletssofarlikeitallappsiuseavailablealittleslowerthanprevioustabletsthatistheonlyreasonforthe4stars,positive
"The best product for the money. East to use, great color, great features. easy to set up and battery life is great.",5.0,positive,thebestproductforthemoneyeasttousegreatcolorgreatfeatureseasytosetupandbatterylifeisgreat,positive
Addition to my system...love talking and seeing my BFF in ATL...SUITS MY OFFICE decor.,5.0,positive,additiontomysystemlovetalkingandseeingmybffinatlsuitsmyofficedecor,positive
"Good stereo sound, but will not control some devices without the use of an external hub.",4.0,positive,goodstereosoundbutwillnotcontrolsomedeviceswithouttheuseofanexternalhub,positive
"Great Product, User Friendly and can't be beaten for the promotion prices.",4.0,positive,greatproductuserfriendlyandcantbebeatenforthepromotionprices,positive
Great selections. Hard to find assistance at times.,5.0,positive,greatselectionshardtofindassistanceattimes,positive
tablet is so user friendly and a price you can not beat,5.0,positive,tabletissouserfriendlyandapriceyoucannotbeat,positive
"Here are my pros and cons thus far.PRO:Perfect size for Ebooks, and web surfing to alleviate strain on the eyes from my 5"" phone displaynice sturdy casing that gives it a nice heft but still weighs in as one of the lighter tablets on the marketChild Accounts- Amazon allows you to set up this tablet with age restricted access for kids making this a low cost piece of tech that is perfect for school kids and allows mom and dad to ration the amount of time lil Johnny can play Clash of Clans and how much he can hit the ol' Visa card for.Battery life thus far; wife was on it for about 5 hours last night and battery was at about 46%Kindle Integration -this goes without saying but having my ebooks and audible books synced to the tablet is awesome and my Kindle books look great",4.0,positive,herearemyprosandconsthusfarproperfectsizeforebooksandwebsurfingtoalleviatestrainontheeyesfrommy5phonedisplaynicesturdycasingthatgivesitaniceheftbutstillweighsinasoneofthelightertabletsonthemarketchildaccountsamazonallowsyoutosetupthistabletwithagerestrictedaccessforkidsmakingthisalowcostpieceoftechthatisperfectforschoolkidsandallowsmomanddadtorationtheamountoftimeliljohnnycanplayclashofclansandhowmuchhecanhittheolvisacardforbatterylifethusfarwifewasonitforabout5hourslastnightandbatterywasatabout46kindleintegrationthisgoeswithoutsayingbuthavingmyebooksandaudiblebookssyncedtothetabletisawesomeandmykindlebookslookgreat,positive
One For Us One For The Kids For Christmas!Great way to get connected!,5.0,positive,oneforusoneforthekidsforchristmasgreatwaytogetconnected,positive
BOUGHT FOR 3 YEAR OLD GRANDAUGHTER. SHE LOVES IT AND NOW SHE WON'T NEED TO STEAL MOMS TABLET OR PHONE.,4.0,positive,boughtfor3yearoldgrandaughtershelovesitandnowshewontneedtostealmomstabletorphone,positive
Does what it is advertise for and more. Had fun setting it up and amazed on what it can do. I even use it for security.,5.0,positive,doeswhatitisadvertiseforandmorehadfunsettingitupandamazedonwhatitcandoievenuseitforsecurity,positive
"Nice size screen, clear and clean picture with plenty of storage",5.0,positive,nicesizescreenclearandcleanpicturewithplentyofstorage,positive
Easy to read. Light in weight. Has many good features.,5.0,positive,easytoreadlightinweighthasmanygoodfeatures,positive
"I LOVE MY ECHO SHOW, ELEXA IS SO HELPFULL SHE ANSWERS JUST ABOUT EVERY QUESTION I HAVE",5.0,positive,ilovemyechoshowelexaissohelpfullsheanswersjustabouteveryquestionihave,positive
Its an awesome item. Me and the kids love it.,5.0,positive,itsanawesomeitemmeandthekidsloveit,positive
Bought this for my son and one for my husband and me. So easy to set up. Very helpful. Doesn‚Äôt take up a lot of space.,4.0,positive,boughtthisformysonandoneformyhusbandandmesoeasytosetupveryhelpfuldoesnäôttakeupalotofspace,positive
This tablet could be so much better if the apps actually worked decently. The built in Amazon pieces for Prime members is great and work flawlessly. But it's not enough to overcome the terrible app behavior and countless freezes.  They need to take a lesson or two from Apple.,2.0,negative,thistabletcouldbesomuchbetteriftheappsactuallyworkeddecentlythebuiltinamazonpiecesforprimemembersisgreatandworkflawlesslybutitsnotenoughtoovercometheterribleappbehaviorandcountlessfreezestheyneedtotakealessonortwofromapple,positive
"Purchased for my 3 year old, love that it comes with Kindle Freetime (which is almost $80 on it's own). It's perfect for curious fingers prone to swiping and clicking wherever, since the parental controls lock it down to keep them from being able to exit their own profile. Our first unit had an issue after updating the OS, but Amazon is amazing and exchanged the device, no questions asked. I would have gone through Best Buy, but our local one didn't have the pink one in stock anymore. I would have preferred that it didn't come with a camera or microphone for privacy reasons (my older kids 3 year old Kindle Fire HDs don't have a camera or microphone). All-in-all, it is a great device for little ones, but definitely enough power and features to grow with them.",5.0,positive,purchasedformy3yearoldlovethatitcomeswithkindlefreetimewhichisalmost80onitsownitsperfectforcuriousfingerspronetoswipingandclickingwhereversincetheparentalcontrolslockitdowntokeepthemfrombeingabletoexittheirownprofileourfirstunithadanissueafterupdatingtheosbutamazonisamazingandexchangedthedevicenoquestionsaskediwouldhavegonethroughbestbuybutourlocalonedidnthavethepinkoneinstockanymoreiwouldhavepreferredthatitdidntcomewithacameraormicrophoneforprivacyreasonsmyolderkids3yearoldkindlefirehdsdonthaveacameraormicrophoneallinallitisagreatdeviceforlittleonesbutdefinitelyenoughpowerandfeaturestogrowwiththem,positive
"I bought this tablet for my son. He damaged the previous one but it was good for his purpose. He loves to play the Minecraft app and can read a book with ease. I don't have a tablet for myself. If I did, I would get the Fire. All I would really need it for would be to surf the Web and use the apps. For the price, u can't go wrong.",5.0,positive,iboughtthistabletformysonhedamagedthepreviousonebutitwasgoodforhispurposehelovestoplaytheminecraftappandcanreadabookwitheaseidonthaveatabletformyselfifididiwouldgetthefirealliwouldreallyneeditforwouldbetosurfthewebandusetheappsforthepriceucantgowrong,positive
"I love my Fire HD8 I got it because my Kindle(the original) that my husband bought me died and the Verizon Tablet wasn't working great for me. So I came down and the agent at store showed me this one, there is a learning curve but it gets better and takes a while to learn but I love it.",5.0,positive,ilovemyfirehd8igotitbecausemykindletheoriginalthatmyhusbandboughtmediedandtheverizontabletwasntworkinggreatformesoicamedownandtheagentatstoreshowedmethisonethereisalearningcurvebutitgetsbetterandtakesawhiletolearnbutiloveit,positive
"I sent it for my granddaughter as a birthday gift, seemingly she's enjoying and learning thru it.",4.0,positive,isentitformygranddaughterasabirthdaygiftseeminglyshesenjoyingandlearningthruit,positive
Great little tablet for someone who is always on the go.,5.0,positive,greatlittletabletforsomeonewhoisalwaysonthego,positive
"My 5 year old sons love it , Seems to be well made .",5.0,positive,my5yearoldsonsloveitseemstobewellmade,positive
I bought this for my 86 year old father. he loves it. finds it very easy to use,5.0,positive,iboughtthisformy86yearoldfatherhelovesitfindsitveryeasytouse,positive
"This was a present for my husband who originally had asked for a radio for his home office. He set it up relatively quick and was amazed at the sound quality. He loved the versatility and that he could have a specific radio station played or a random song as well as tell a joke, etc. It has been fun for all of us and we are looking into getting the smaller ""dots"" for other rooms now. He commented that he would NEVER get rid of this! It's very fun and functional. The Smart bulb is very handy as well. Love it!",5.0,positive,thiswasapresentformyhusbandwhooriginallyhadaskedforaradioforhishomeofficehesetituprelativelyquickandwasamazedatthesoundqualityhelovedtheversatilityandthathecouldhaveaspecificradiostationplayedorarandomsongaswellastellajokeetcithasbeenfunforallofusandwearelookingintogettingthesmallerdotsforotherroomsnowhecommentedthathewouldnevergetridofthisitsveryfunandfunctionalthesmartbulbisveryhandyaswellloveit,positive
slower than my last kindle. the power button is not easy accesible when in a case.,4.0,positive,slowerthanmylastkindlethepowerbuttonisnoteasyaccesiblewheninacase,positive
I mainly bought the Echo plus for my kids but I‚Äôm using it more than they do. Excellent product!!,5.0,positive,imainlyboughttheechoplusformykidsbutiäômusingitmorethantheydoexcellentproduct,positive
"I bought it cause I wanted to read more. That didn't happen, I tried and I just can't read on devices I need old school paper between my hands",3.0,neutral,iboughtitcauseiwantedtoreadmorethatdidnthappenitriedandijustcantreadondevicesineedoldschoolpaperbetweenmyhands,positive
"I bought this tablet right after Black Friday. It had good reviews, a perfect warranty for kids, and a reputable branding. Once set up, it has a good cover that is light and hard for a child to remove. The included one year software Freetime is user friendly and convenient to navigate. So far, we really like this tablet. The only thing that I still need time to determine its battery life. After about 2 hours of game play, the battery is about at 50%. Very satisfied.",5.0,positive,iboughtthistabletrightafterblackfridayithadgoodreviewsaperfectwarrantyforkidsandareputablebrandingoncesetupithasagoodcoverthatislightandhardforachildtoremovetheincludedoneyearsoftwarefreetimeisuserfriendlyandconvenienttonavigatesofarwereallylikethistablettheonlythingthatistillneedtimetodetermineitsbatterylifeafterabout2hoursofgameplaythebatteryisaboutat50verysatisfied,positive
We got this mostly to read books and play some games it's a cheap tablet so no problem if it gets broken don't buy the extended warranty not worthy.,4.0,positive,wegotthismostlytoreadbooksandplaysomegamesitsacheaptabletsonoproblemifitgetsbrokendontbuytheextendedwarrantynotworthy,positive
I recently purchased the Amazon show. It was easy to setup and use and I also added my own specialty screens and home screen. Extremely glad I bought it.,5.0,positive,irecentlypurchasedtheamazonshowitwaseasytosetupanduseandialsoaddedmyownspecialtyscreensandhomescreenextremelygladiboughtit,positive
It has such a BIG screen to see better. It loads games and books very fast!,5.0,positive,ithassuchabigscreentoseebetteritloadsgamesandbooksveryfast,positive
It's perfect for me when I'm doing homework or just surfing the web when I'm at a Starbucks or just at home.,5.0,positive,itsperfectformewhenimdoinghomeworkorjustsurfingthewebwhenimatastarbucksorjustathome,positive
"I already has an older version of the Kindle, but this one is even better. I love the touch screen and the ability to scroll without buttons.",5.0,positive,ialreadyhasanolderversionofthekindlebutthisoneisevenbetterilovethetouchscreenandtheabilitytoscrollwithoutbuttons,positive
I have a Paper White 1 and 2. Honestly it is difficult to justify double the price value. I certainly like most added features but not sure its worth the extra money. To note it operates great just not sure its worth an upgrade to the latest greatest.,3.0,neutral,ihaveapaperwhite1and2honestlyitisdifficulttojustifydoublethepricevalueicertainlylikemostaddedfeaturesbutnotsureitsworththeextramoneytonoteitoperatesgreatjustnotsureitsworthanupgradetothelatestgreatest,positive
I bought Geek Squad for 2 years. Well after 13 months my device became broken. So the warranty came in handy. Thank you knowing things happend in life.,5.0,positive,iboughtgeeksquadfor2yearswellafter13monthsmydevicebecamebrokensothewarrantycameinhandythankyouknowingthingshappendinlife,positive
I bought this for my mom and dad they loved it. Thank you,5.0,positive,iboughtthisformymomanddadtheyloveditthankyou,positive
"Great apps, excellent price, my kids really enjoy it",5.0,positive,greatappsexcellentpricemykidsreallyenjoyit,positive
We love this whole system!!! Easy to use and very useful!,5.0,positive,welovethiswholesystemeasytouseandveryuseful,positive
"Good product, great price. Big improvement over my first tablet.",4.0,positive,goodproductgreatpricebigimprovementovermyfirsttablet,positive
Works great! I am looking forward to purchase more for the diffrent rooms in my house.,5.0,positive,worksgreatiamlookingforwardtopurchasemoreforthediffrentroomsinmyhouse,positive
"Bought this for my 4 yr. old for Christmas, she loves it and is very easy to use. The battery lasts a long time",5.0,positive,boughtthisformy4yroldforchristmasshelovesitandisveryeasytousethebatterylastsalongtime,positive
It was great and great for the kids and adults thanks,5.0,positive,itwasgreatandgreatforthekidsandadultsthanks,positive
"We have bought two Taps, one for ourselves and one as a gift for our son. We love the portability of the Tap. It's perfect for our deck. Our grandchildren love it, too.",5.0,positive,wehaveboughttwotapsoneforourselvesandoneasagiftforoursonwelovetheportabilityofthetapitsperfectforourdeckourgrandchildrenloveittoo,positive
"Much lighter than my old kindle. Love it, love the fact that it has the camera too",5.0,positive,muchlighterthanmyoldkindleloveitlovethefactthatithasthecameratoo,positive
"Fun and easy to use. Music sounds great. Set timers, reminders and sync your calendar. I'm giving one as a gift to my daughter so we can video chat with ""drop in"" any time.",5.0,positive,funandeasytousemusicsoundsgreatsettimersremindersandsyncyourcalendarimgivingoneasagifttomydaughtersowecanvideochatwithdropinanytime,positive
I needed a device to listen to books on a long drive. This paired easily in the car and downloading the audible books was a snap.,5.0,positive,ineededadevicetolistentobooksonalongdrivethispairedeasilyinthecaranddownloadingtheaudiblebookswasasnap,positive
"We use this as a monitor for the amazon cloud camera! Works great we tell it to show us the camera ,and boom, there‚Äôs the video feed. Super easy to link our echo plus and the echo dot with the show!!",4.0,positive,weusethisasamonitorfortheamazoncloudcameraworksgreatwetellittoshowusthecameraandboomthereäôsthevideofeedsupereasytolinkourechoplusandtheechodotwiththeshow,positive
It is nice to have access to the features this offers.,5.0,positive,itisnicetohaveaccesstothefeaturesthisoffers,positive
I had 3 dots and decided to get the echo plus. Great product so far. Controls my hue lights. Grandkids love asking it questions.,5.0,positive,ihad3dotsanddecidedtogettheechoplusgreatproductsofarcontrolsmyhuelightsgrandkidsloveaskingitquestions,positive
No instructions on adding the memory card and how to move things to the card vs on internally.,4.0,positive,noinstructionsonaddingthememorycardandhowtomovethingstothecardvsoninternally,positive
Easy to use tablet. Price is pretty good. My mom loves it.,4.0,positive,easytousetabletpriceisprettygoodmymomlovesit,positive
I bought this item on a whim and because it was on sale. I've been pleasantly surprised. Search sounds great for its size.,4.0,positive,iboughtthisitemonawhimandbecauseitwasonsaleivebeenpleasantlysurprisedsearchsoundsgreatforitssize,positive
"I already has an older version of the Kindle, but this one is even better. I love the touch screen and the ability to scroll without buttons.",5.0,positive,ialreadyhasanolderversionofthekindlebutthisoneisevenbetterilovethetouchscreenandtheabilitytoscrollwithoutbuttons,positive
Bought one to replace the smaller (non HD) version. Lot faster and picture is noticeably better. Would recommend for anyone not wanting to spend the extra $50 or so on the big names.,4.0,positive,boughtonetoreplacethesmallernonhdversionlotfasterandpictureisnoticeablybetterwouldrecommendforanyonenotwantingtospendtheextra50orsoonthebignames,positive
"For the price this is an excellent tablet. I have a high end laptop that does convert to tablet but at almost 16"" and the foldover design I normally just use it in laptop mode. I also have a high end ""phablet"" sized phone. So I was not sure how often I'd use a tablet, and did not want to spend 500ish on an ipad. The Fire has been a great ""in between"" so far on days I use my phone alot and want to avoid charging more than once per day, and don't have the need to use my laptop. The speed is zippy & the screen clarity/quality is good enough. Storage is even better than ipads since it is expandable (for now I use a 64 gb card giving me a total of 96 gb, but the expandable can go up to 200 gb). Tying into Amazon is nice since I have Amazon Prime). Basic web surfing, email & facebook work great. The only ""bad"" feature is the camera & video quality. But that does not matter to me since I have my high quality camera & video recorder on my phone. Only other slight negative is light bleed noticed just when booting up on grey screen. Color/brightness uniformity is perfect to my eyes once it is up & running. Really enjoying the kindle component for book & magazine reading as well. Overall, probably the best $100 I have spent in a long time.",5.0,positive,forthepricethisisanexcellenttabletihaveahighendlaptopthatdoesconverttotabletbutatalmost16andthefoldoverdesigninormallyjustuseitinlaptopmodeialsohaveahighendphabletsizedphonesoiwasnotsurehowofteniduseatabletanddidnotwanttospend500ishonanipadthefirehasbeenagreatinbetweensofarondaysiusemyphonealotandwanttoavoidchargingmorethanonceperdayanddonthavetheneedtousemylaptopthespeediszippythescreenclarityqualityisgoodenoughstorageisevenbetterthanipadssinceitisexpandablefornowiusea64gbcardgivingmeatotalof96gbbuttheexpandablecangoupto200gbtyingintoamazonisnicesinceihaveamazonprimebasicwebsurfingemailfacebookworkgreattheonlybadfeatureisthecameravideoqualitybutthatdoesnotmattertomesinceihavemyhighqualitycameravideorecorderonmyphoneonlyotherslightnegativeislightbleednoticedjustwhenbootingupongreyscreencolorbrightnessuniformityisperfecttomyeyesonceitisuprunningreallyenjoyingthekindlecomponentforbookmagazinereadingaswelloverallprobablythebest100ihavespentinalongtime,positive
This tablet is very good for my daughter of age five.,4.0,positive,thistabletisverygoodformydaughterofagefive,positive
I bought this for my moms birthday and she loves it.,5.0,positive,iboughtthisformymomsbirthdayandshelovesit,positive
It was just what I was looking for. So far I have had no issues with it.,5.0,positive,itwasjustwhatiwaslookingforsofarihavehadnoissueswithit,positive
I bought this as a gift for my father. He absolutely loves it!!,5.0,positive,iboughtthisasagiftformyfatherheabsolutelylovesit,positive
Good tablet for my baby.keeps him busy. I love it.,4.0,positive,goodtabletformybabykeepshimbusyiloveit,positive
This an awesome tablet for kids. My Grandson never wants to put it down. The case is great protection from drops.,5.0,positive,thisanawesometabletforkidsmygrandsonneverwantstoputitdownthecaseisgreatprotectionfromdrops,positive
Love how loud it get. Shes prefect for everything I need.,5.0,positive,lovehowlouditgetshesprefectforeverythingineed,positive
Video calls work great and the screen is super informative.,5.0,positive,videocallsworkgreatandthescreenissuperinformative,positive
"I was skeptical about the Amazon Echo products. Why would I need this? I bought the Echo Dot first and was hooked. Bought this Echo Plus for smart home integration. Since then, I have bought a bunch of smart bulbs and plan on more ""things"", I bought an Echo Spot, too. You do not need an Echo product, but they are fun, practical and cool. Can't live without it now!",5.0,positive,iwasskepticalabouttheamazonechoproductswhywouldineedthisiboughttheechodotfirstandwashookedboughtthisechoplusforsmarthomeintegrationsincethenihaveboughtabunchofsmartbulbsandplanonmorethingsiboughtanechospottooyoudonotneedanechoproductbuttheyarefunpracticalandcoolcantlivewithoutitnow,positive
Great little tablet after you add google play store. Takes some research to do.,4.0,positive,greatlittletabletafteryouaddgoogleplaystoretakessomeresearchtodo,positive
"Size, brightness, and convenience are good. The option to link with android products for messages is a little hard.",4.0,positive,sizebrightnessandconveniencearegoodtheoptiontolinkwithandroidproductsformessagesisalittlehard,positive
This was a gift for my grandson and he loves it. It is easy to use and keeps him occupied for hours.,5.0,positive,thiswasagiftformygrandsonandhelovesititiseasytouseandkeepshimoccupiedforhours,positive
was a great purchase. loved the color and the camera feature,5.0,positive,wasagreatpurchaselovedthecolorandthecamerafeature,positive
"This thing is really cool, love that it gives all the words to songs",5.0,positive,thisthingisreallycoollovethatitgivesallthewordstosongs,positive
My husband loves this. He is happy that he can read anything he chooses from his library and that he also has WiFi access to get to his email and the internet whenever he wants.,5.0,positive,myhusbandlovesthisheishappythathecanreadanythinghechoosesfromhislibraryandthathealsohaswifiaccesstogettohisemailandtheinternetwheneverhewants,positive
Coming from a nook reader. Love the even backlighting and weight.,5.0,positive,comingfromanookreaderlovetheevenbacklightingandweight,positive
I love this tablet for kids .. it's so much fun for them .. great buy ...,5.0,positive,ilovethistabletforkidsitssomuchfunforthemgreatbuy,positive
"I reviewed a lot of tablets before I bought this one. It is the first one I have ever purchased. I am no tech geek and it was pretty easy to figure out how to use it. I mostly bought it for and use it for: reading e-mail, facebook, and browsing the internet. I really like it and use it more than my laptop. But, if I need to do anything detailed, I use my laptop. Overall it's a great tablet for a beginner, and you can't beat the price.",5.0,positive,ireviewedalotoftabletsbeforeiboughtthisoneitisthefirstoneihaveeverpurchasediamnotechgeekanditwasprettyeasytofigureouthowtouseitimostlyboughtitforanduseitforreadingemailfacebookandbrowsingtheinternetireallylikeitanduseitmorethanmylaptopbutifineedtodoanythingdetailediusemylaptopoverallitsagreattabletforabeginnerandyoucantbeattheprice,positive
Very impress with the echo show and all of its features,5.0,positive,veryimpresswiththeechoshowandallofitsfeatures,positive
Great beginner tablet for kids I would recommend it,3.0,neutral,greatbeginnertabletforkidsiwouldrecommendit,positive
Tablet is very easy to use and navigate the internet,5.0,positive,tabletisveryeasytouseandnavigatetheinternet,positive
For those that have Prime this is almost a must have. Keeps all your Amazon stuff in one place.,5.0,positive,forthosethathaveprimethisisalmostamusthavekeepsallyouramazonstuffinoneplace,positive
We have greatly enjoyed using Alexa and having this gadget in our kitchen.,5.0,positive,wehavegreatlyenjoyedusingalexaandhavingthisgadgetinourkitchen,positive
It is easy for little ones to use. Great beginner buy.,4.0,positive,itiseasyforlittleonestousegreatbeginnerbuy,positive
I have several around the house and love playing music on them,5.0,positive,ihaveseveralaroundthehouseandloveplayingmusiconthem,positive
Great help from assistants in the store. They were very knowledgeable and took the time to help me choose the right product for my needs.,4.0,positive,greathelpfromassistantsinthestoretheywereveryknowledgeableandtookthetimetohelpmechoosetherightproductformyneeds,positive
"Bought it as a Christmas gift for dad. For someone who is new to gadgets, he is enjoying it!",5.0,positive,boughtitasachristmasgiftfordadforsomeonewhoisnewtogadgetsheisenjoyingit,positive
"I bought this for my daughter. It's a little limited in what it can do, but she loves it. She's a little too young to understand the games, but she loves watching cartoons on it.",5.0,positive,iboughtthisformydaughteritsalittlelimitedinwhatitcandobutshelovesitshesalittletooyoungtounderstandthegamesbutsheloveswatchingcartoonsonit,positive
"First of all, this is not an iPad or a more expensive android tablet, but it's a very good tablet for the money. I own an iPad Pro and iPad Air 2, yet this tablet has a place in my home. If you're buying for kids, I wouldn't buy anything more expensive than this. Good screen, fast enough, and amazon's underground free apps are a huge plus.",5.0,positive,firstofallthisisnotanipadoramoreexpensiveandroidtabletbutitsaverygoodtabletforthemoneyiownanipadproandipadair2yetthistablethasaplaceinmyhomeifyourebuyingforkidsiwouldntbuyanythingmoreexpensivethanthisgoodscreenfastenoughandamazonsundergroundfreeappsareahugeplus,positive
this is my second one and must have one of these at all times,5.0,positive,thisismysecondoneandmusthaveoneoftheseatalltimes,positive
Killer tablet for the price. No issues running any apps or programs.,5.0,positive,killertabletforthepricenoissuesrunninganyappsorprograms,positive
"It's a good tab for the kids, keeps them busy. Wish the speed was faster.",4.0,positive,itsagoodtabforthekidskeepsthembusywishthespeedwasfaster,positive
Everything is great except that i can't read external pdfs properly. Either it zooms too much of too little. For kindle books it provides great experience. Battery life is awesome!,4.0,positive,everythingisgreatexceptthaticantreadexternalpdfsproperlyeitheritzoomstoomuchoftoolittleforkindlebooksitprovidesgreatexperiencebatterylifeisawesome,positive
